name,rate,location,description
Holiday Inn Express Torreon,8.1,"توريون
– اعرض على الخارطة",يقع Holiday Inn Express Torreon في Torreón على بعد 10 دقائق بالسيارة من وسط المدينة.
Hotel Plaza Mirador,7.6,"Centro de Merida, ميريدا
– اعرض على الخارطة","Hotel Plaza Mirador offers its guests an outdoor swimming pool, business centre and meeting facilities just 400 metres from Merida’s Main Square. Free WiFi access is available throughout."
Holiday Inn Guadalajara Expo,7.7,"Zona Expo, غواذالاخارا
– اعرض على الخارطة",يقع Holiday Inn Guadalajara Expo على بعد 10 دقائق بالسيارة من وسط مدينة غوادالاخارا ومركز إكسبو للمعارض في المدينة، ويضم مسبحًا في الهواء الطلق وجيم. ويقع في حدائق، ويضم مطعمين.
Eco Hotel Sak Nok,7.1,"Lacanjá
– اعرض على الخارطة",يقع Eco Hotel Sak Nok في Lacanjá على بعد 13 كم من Bonampak ويوفر مرافق مختلفة مثل حديقة. ويوفر هذا الفندق ذو الـ 3 نجوم مكتب استقبال يعمل على مدار الساعة وخدمة الكونسيرج وخدمة الواي فاي المجانية.
Hacienda Escondida Puerto Vallarta,9.9,"Downtown Puerto Vallarta, بويرتو فايارتا
– اعرض على الخارطة",يقع Hacienda Escondida Puerto Vallarta في بويرتو فالارتا على بعد 1 كم فقط من المحيط الهادئ، ويضم مسبحًا مدفئًا في الهواء الطلق وحوض استحمام ساخن. ويقدم وجبة إفطار مجانية.
سمارت كانكون باي أويسيز,8.0,"وسط مدينة كانكون, كانكون
– اعرض على الخارطة",يقع Smart Cancun by Oasis في وسط كانكون ويوفر خدمة الواي فاي مجاناً ومكتب استقبال يعمل على مدار 24 ساعة.
Casa Catrina&Diego,8.7,"Centro de Merida, ميريدا
– اعرض على الخارطة",يقع Casa Catrina&Diego in Mérida على بُعد 1 كم من الساحة الرئيسية، ويضم مسبحًا في الهواء الطلق وحديقة.
"Canto del Sol Plaza Vallarta, All Inclusive Beach & Tennis Resort",7.9,"Las Glorias-North Hotel Area, بويرتو فايارتا
– اعرض على الخارطة",يقع هذا المنتجع الشامل كليًا على طول خليج بانديراس في منطقة بويرتو فالارتا، ويوفر أنشطة ممتعة وخدمات سبا للاسترخاء وتناول الطعام اللذيذ في الموقع في واحد من 3 مطاعم متخصصة.
Fiesta Inn Merida,8.6,"ميريدا
– اعرض على الخارطة",يقع Fiesta Inn Merida أمام مركز Siglo XXI للمؤتمرات على بعد 7.5 كم من مركز مدينة ميريدا التاريخي، ويضم مسبح في الهواء الطلق ومطعم. توفر الغرف هنا تلفزيون بشاشة مسطحة وتكييف وقنوات الكابل.
ميشين كوليما,7.6,"كوليما
– اعرض على الخارطة",يقع Mision Colima ذو طراز المزرعة على بعد اقل من 5 كم من وسط مدينة كوليما في حي المدينة الهادئة والأمن.
Hotel Nueva Alianza,8.0,"Agua Azul
– اعرض على الخارطة",يوفر Hotel Nueva Alianza مكان إقامة يسمح باصطحاب الحيوانات الأليفة في فرونتيرا كوروزال. ويمكن للضيوف الاستمتاع بالمطعم المتوفر في الموقع. وتتوفر مواقف مجانية خاصة للسيارات في الموقع.
Hotel Bonn,8.0,"Escandon, مدينة ميكسيكو
– اعرض على الخارطة",يقع Hotel Bonn في مكسيكو سيتي على بعد 3.3 كم من غابة تشابولتيبيك ويوفر مكان إقامة مع بار، ويوفر هذا الفندق ذو الـ 4 نجوم مكتب استقبال يعمل على مدار الساعة وخدمة الغرف وخدمة الواي فاي المجانية.
Hotel El Pueblito,9.1,"جزيرة هول بوكس
– اعرض على الخارطة","Featuring free WiFi and a terrace, Hotel El Pueblito offers pet-friendly accommodation in Holbox Island. Some units feature a seating area for your convenience."
Hotel Boutique Jabin Tulum,9.3,"Tulum City Centre, تولوم
– اعرض على الخارطة",يقع Hotel Boutique Jabin Tulum في تولوم ويضم حديقة وتراس، يقع مكان الإقامة على بعد حوالي 4.2 كم من موقع تولوم الأثري وعلى بعد 700 م من محطة حافلات تولوم وعلى بعد 3.5 كم من محطة حافلات تولوم.
باراديسوس لا بيرلا بلايا ديل كارمن شامل كليًا,9.1,"5th Avenue, بلايا ديل كارمن
– اعرض على الخارطة",يقع هذا المنتجع المثير للإعجاب والمخصص للبالغين فقط على شاطئ Playa del Carmen، على بعد أمتار فقط من ثاني أكبر شعاب مرجانية في العالم. ويوفر 4 مسابح في الهواء الطلق وغرفاً فاخرة مكيفة مع تراس خاص.
Esquina De La Felicidad,9.2,"Playacar Fase II, بلايا ديل كارمن
– اعرض على الخارطة",يقع ESQUINA DE LA FELICIDAD في بلايا ديل كارمن، منطقة كوينتانا رو، على بُعد 9 دقائق سيرًا على الأقدام من محطة بلايا ديل كارمن البحرية، وعلى بُعد 800 م من محطة حافلات ADO الدولية، ويضم مسبحًا في الهواء...
Posada Real Los Cabos,7.9,"سان خوسيه ديل كابو
– اعرض على الخارطة","Posada Real Los Cabos is located on Las Mañanitas Beach in San José’s hotel area and offers a private beach, a putting green and an outdoor pool with a swim-up bar. Free national drinks are included."
Best Western Plus Plaza Vizcaya,8.4,"ولاية دورانغو
– اعرض على الخارطة",يضم فندق Best Western Plus Plaza Vizcaya غرفًا مكيفة تحتوي على تلفزيون مع قنوات الكابل وتوفر خدمة الواي فاي المجانية، ويقدم وجبة إفطار كونتيننتال مجانية ومواقف مجانية للسيارات في الموقع.
Holiday Inn Leon,8.6,"ليون
– اعرض على الخارطة",يحتوي Holiday Inn Leon على مسبح داخلي ومركز للياقة البدنية في الموقع. يقع الفندق على بعد 1 كم فقط من مركز Poliforum Leon للمؤتمرات.
Anjali Casa Divina,9.9,"سايوليتا
– اعرض على الخارطة","Set in Sayulita, Anjali Casa Divina is an adults only and smoke free accomodation. Features air-conditioned rooms with free WiFi. Among the various facilities are an outdoor swimming pool and a..."
Holiday Inn Mexico Coyoacan,8.6,"كويواكان, مدينة ميكسيكو
– اعرض على الخارطة",يقع Holiday Inn Mexico Coyoacan على بعد 5 دقائق سيرا على الأقدام من محطة مترو ارميتا وعلى بعد 8 كم جنوبا من ميدان زوكالو الرئيسي في مكسيكو سيتي، ويضم جيم ويوفر خدمة الواي فاي مجاناً ومواقف مجانية...
Appartamenti Melissa,8.6,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",تعتبر Appartamenti Melissa شقة ملونة تقع على بعد 500 م من الشاطئ في بلايا ديل كارمن. ويضم حدائق جميلة، بالإضافة إلى خدمة الواي فاي المجانية.
La Casa Que Canta,9.5,"زيهواتانيجو
– اعرض على الخارطة",يوفر هذا الفندق الحميم المواجه للمحيط إطلالات خلابة على خليج زيهواتانيجو من التراسات الواسعة والمسبح اللا متناهي. ويضم مركزاً للياقة البدنية، وتحتوي غرفه الرائعة على شرفة وخدمة إنترنت مجانية.
بيتش سكييب كين ها فيلاز آند سويتس,8.3,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يقع هذا المنتجع في كانكون على بُعد 3 دقائق بالسيارة من ملعب Pok-ta-Pok للغولف في شمال كانكون. ويوفّر هذا الفندق مسبحًا خارجيًا ومسبحًا للأطفال ومتجرًا وصالون يقدم خدمات المساج.
Stanza Hotel,8.6,"روما, مدينة ميكسيكو
– اعرض على الخارطة","Located in Roma-Condesa area in Mexico City, this hotel is 30 minutes from Benito Juarez International Airport. This hotel provides free Wi-Fi, a gym and a restaurant."
NH Collection Mexico City Airport T2,8.1,"مدينة ميكسيكو
– اعرض على الخارطة",This hotel is ideally located at the Terminal 2 of Mexico City's International Airport. It offers a gym and a bar serving classic cocktails and drinks..
Holiday Inn Resort Mazatlan,8.9,"Zona Dorada, مازاتلان
– اعرض على الخارطة","Holiday Inn Resort Mazatlan offers an outdoor pool, fitness centre and business centre. Guests can enjoy the on-site restaurant and bar."
Mamitas Village apartment,9.4,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",تقع شقة Mamitas Village على بعد 2.7 كم من محطة ADO الدولية للحافلات في Centro del Carmen. توفر هذه الشقة مكان إقامة مكيف مع خدمة الواي فاي المجانية.
Condo Casa del Arbol,9.0,"بلايا ديل كارمن
– اعرض على الخارطة",يقع Condo Casa del Arbol على بُعد 2.7 كم من محطة حافلات ADO الدولية في بلايا ديل كارمن، ويوفر أماكن إقامة مع منطقة جلوس. وتتوفر خدمة الواي فاي المجانية.
Alea Tulum,9.4,"Tankah Bay, تولوم
– اعرض على الخارطة",يقع Alea Tulum على شاطئ البحر في تولوم ويضم مرافق الرياضات المائية ويوفر خدمة الواي فاي المجانية. يضم مكان الإقامة بارًا، فضلاً عن مطعم يقدم المأكولات المكسيكية.
Pueblo Amigo Hotel Plaza y Casino,8.5,"تيخوانا
– اعرض على الخارطة",يقع هذا الفندق في شبه جزيرة باجا كاليفورنيا على بعد حوالي 5 دقائق بالسيارة من الحدود الأمريكية/المكسيكية، ويُمكن لضيوف الفندق اللعب في الكازينو أو الاسترخاء في غرفهم المريحة.
Soul Beach Luxury Boutique Hotel & Spa,8.4,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقدم Soul Beach Hotel مكان إقامة في بلايا ديل كارمن ويوفر خدمة الواي فاي المجانية ومطعم ومسبح خارجي، ويضم الفندق مسبح خارجي يعمل على مدار السنة ومركز سبا ويمكن للضيوف الاستمتاع بتناول وجبة في المطعم...
The Royal Haciendas - All Inclusive,8.7,"بلايا ديل كارمن
– اعرض على الخارطة",يقع Royal Haciendas All Inclusive بجوار الشاطئ على Mayan Riviera، ويقدم أجنحة فاخرة تقع في حدائق استوائية. ويوفر المجمع مسابح وملاعب تنس وخدمة نقل مجانية إلى بلايا ديل كارمن.
City Express Playa del Carmen,7.8,"Playacar Fase II, بلايا ديل كارمن
– اعرض على الخارطة","This modern hotel is 1.8 km from Playa del Carmen Beach. It features free Wi-Fi, a beach club and a gym. Air-conditioned rooms at Cityexpress Playa del Carmen have flat-screen cable TV and a work..."
MENESSE Quinta Mar,9.3,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع MENESSE Quinta Mar على بُعد 3.2 كم من محطة حافلات ADO الدولية، وعلى بُعد 3.8 كم من محطة بلايا ديل كارمن البحرية في بلايا ديل كارمن، ويوفر أماكن إقامة مع مطبخ.
Suites Havre,8.4,"خواريز, مدينة ميكسيكو
– اعرض على الخارطة",يقع Suites Havre على بعد 700 متر من السفارة الامريكية في حي كولونيا خواريز في مكسيكو سيتي. ويوفر شقق مع خدمة الواي فاي المجانية ومكتب استقبال على يعمل على مدار الساعة وتراس مشترك مع اطلالة على...
سيكرتس أكومال ريفييرا مايا الشامل كليًا للكبار فقط,9.4,"أكومال
– اعرض على الخارطة",يقع سيكرتس أكومال ريفييرا مايا في ريفييرا مايا. ويضم مسبح خارجي ومطعم وسبا. ويضم هذا الفندق المخصص للكبار فقط مركز للياقة البدنية وصالون للتجميل وملهى ليلي والترفيه المسائي.
Gamma Tijuana,7.6,"تيخوانا
– اعرض على الخارطة","Gamma Tijuana is located in the Otay Industrial Zone, 5 minutes’ drive away from Tijuana International Airport and walk distance from Plaza Otay. It features an outdoor pool."
El Palacito Secreto,9.7,"ميريدا
– اعرض على الخارطة",يقع El Palacito Secreto في Centro Histórico Mérida على بعد 10 دقائق سيرا على الأقدام من باسيو دي مونتيخو وكاتدرائية ميريدا وعلى بعد 1.5 كم فقط من مركز المؤتمرات الدولي يوكاتان.
Calle 22 By 770 Apartments,8.0,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",تقع Calle 22 By 770 Apartments في بلايا ديل كارمن على بعد 2 كم من محطة حافلات ADO الدولية وعلى بعد 2.5 كم من محطة بلايا ديل كارمن البحرية وتوفر مكان إقامة مع إمكانية الوصول إلى الحديقة.
كمفورت أن كانكون إيروبرتو,6.6,"كانكون
– اعرض على الخارطة",يقع كمفورت إن مطار كانكون على بعد 5 دقائق بالسيارة من مطار كانكون الدولي، ويوفر خدمة نقل مكوكية مجانية إلى المطار إلى الفندق.
Hotel Casa Takywara,8.9,"جزيرة هول بوكس
– اعرض على الخارطة","Situated on a private beach on Holbox Island, this charming traditional house offers spacious accommodation with a kitchen, ceiling fan and free Wi-Fi."
BlueBay Grand Esmeralda-All Inclusive,7.9,"بلايا ديل كارمن
– اعرض على الخارطة",يَقع هذا الفُندُق الشامِل على الشاطئ في مَنطِقة Riviera Maya التابِعة لِمدينة Playa del Carmen. ويُمكِن للنُزلاء الدخول إلى الشاطئ الخاص، بالإضافة إلى السبا والمطاعِم المُتخصصة في الموقِع.
NH Collection Leon Expo,9.1,"ليون
– اعرض على الخارطة","Offering free WiFi, a year-round outdoor pool and fitness centre, NH Collection Leon Expo is situated in León. Guests can enjoy the on-site restaurant."
Hotel Kavia,8.1,"وسط مدينة كانكون, كانكون
– اعرض على الخارطة",يقع فندق Kavia في كانكون ويتميز بمسبح في الهواء الطلق. يضم هذا الفندق ذو الـ4 نجوم تراسًا وغرفًا مكيفة تحتوي على حمام خاص، يقع مكان الإقامة على بعد 2.9 كم من وسط مدينة كانكون.
Condesa DF,7.9,"كونديسا, مدينة ميكسيكو
– اعرض على الخارطة",This boutique hotel is located in the Condesa district of Mexico City. The hotel offers a rooftop bar and a movie theater. Guest rooms include free WiFi.
فندق هارد روك كانكون الشامل كليا,8.7,"منطقة الفنادق, كانكون
– اعرض على الخارطة",تتوفر أنشطة وخيارات غير محدودة للترفيه والاسترخاء بانتظار الضيوف في هذا المنتجع الاستثنائي المواجه للمحيط والشامل كليًا، ويقع في منطقة الفنادق بمدينة كانكون، ويوفر أماكن إقامة من الدرجة الأولى وحوض...
City Express Plus Ensenada,9.5,"إنسينادا
– اعرض على الخارطة",يقع City Express Plus Ensenada في إنسينادا، ويوفر خدمة الواي فاي المجانية. يوفر هذا الفندق ذو الـ 4 نجوم مكتب استقبال يعمل على مدار الساعة وخدمة الغرف. يمكن للضيوف الاستفادة من مركز اللياقة البدنية.
دبليو مكسيكو سيتي,8.7,"بولانكو, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا الفندق البوتيكي الفاخر في قلب وسط ميكسيكو سيتي ويوفر كل ما يلزم لإقامة ممتعة وأكثر من ذلك، كما يتمتع الفندق بموقع مركزي على مقربة من العديد من المعالم الشهيرة.
Sol-Ha Tulum Hotel Boutique,7.8,"Tulum City Centre, تولوم
– اعرض على الخارطة",يقع Sol-Ha Tulum Hotel Boutique في منطقة وسط مدينة تولوم في تولوم ويضم تراس.
Encanto Living Penthouse by Kivoya,8.9,"بورتو بيناسكو
– اعرض على الخارطة","Set in Puerto Peñasco, Encanto Living Penthouse by Kivoya offers accommodation with a terrace and kitchen. The accommodation has a spa bath and a hot tub."
Hotel Master Club,8.2,"تيكواسكيتامو
– اعرض على الخارطة",فندق Master Club عبارة عن مكان إقامة مواجه لبحيرة تيكويسكويتينجو، ويوفر الأنشطة المائية مثل التزلج باستخدام الزوارق الشخصية وركوب القوارب. كما يحتوي على ثلاثة مسابح في الهواء الطلق ونادي شاطئ وملاعب.
Cerritos Beach Hotel Desert Moon,8.2,"El Pescadero
– اعرض على الخارطة",يقع Cerritos Beach Hotel Desert Moon على شاطئ سيريتوس، ويوفر مكان إقامة في إل بيسكاديرو. ويتميز مكان الإقامة هذا بمسبح مفتوح على مدار السنة مع إطلالات على المحيط والمدينة.
City Express CDMX Plaza Central,7.8,"مدينة ميكسيكو
– اعرض على الخارطة",يقع City Express CDMX Plaza Central في مكسيكو سيتي ويوفر الوصول إلى مركز اللياقة البدنية وخدمة الواي فاي المجانية. تقع فورو سول على بعد 5.2 كم من الفندق.
La Armonia by Bunik,8.9,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع La Armonia في قلب بلايا ديل كارمن على بعد شارع واحد من الشارع الخامس الشهير وعلى بعد دقيقتين سيرا على الأقدام من الشاطئ.
حياة زيفا كانكون,9.4,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يقع المنتجع ذو الواجهة البحرية المذهلة على ساحل بونتا كانكون الجميل ويحيط به البحر الكاريبي حيث يمكن للضيوف الاستمتاع بالشواطئ ذات الرمال البيضاء والمياه الزرقاء الصافية.
Casa Maxa B&B,8.7,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Casa Maxa B&B في وسط بلايا ديل كارمن، وليس بعيدا عن محطة الحافلات الدولية ADO ويقدم تراس. وتتوفر خدمة الواي فاي المجانية. كما يتوفر مطبخ صغير مجهز بميكروويف وثلاجة في بعض الوحدات.
Cabañas y Hostal Zoh Laguna,8.2,"إكسبوجيل
– اعرض على الخارطة",يقع Cabañas y Hostal Zoh Laguna في Zoh Laguna في Calakmul، ويوفر مسبح في الهواء الطلق وإطلالات على الحديقة. ويمكن للضيوف الاستمتاع بالبار المتوفر في الموقع.
Anah Luxury Condos by Baitna,8.9,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",تقع Baitna-Anah في بلايا ديل كارمن في منطقة كوينتانا رو وتوفر حوض استحمام ساخن ومركز للياقة البدنية. تقع محطة حافلات ADO الدولية على بعد 900 م. وتتوفر مواقف مجانية خاصة للسيارات في الموقع.
Bobby's by the Sea,8.6,"روزاريتو
– اعرض على الخارطة",يقع Bobby’s by the Sea على بعد 10 دقائق بالسيارة إلى الجنوب من Rosarito، ويوفرمسبح ة في الهواء الطلق وسبا وجيم. كما تحتوي جميع الفيلات بالخدمة ذاتية على شرفة مع إطلالات على مسبح أو المحيط.
غراند أويسيز بالم شامل كليًا,7.8,"منطقة الفنادق, كانكون
– اعرض على الخارطة","The all-inclusive Grand Oasis Palm offers a private beach and is set 5 km from central Cancún, within the Hotel Zone. It features an outdoor pool, squash and tennis courts and a spa."
Hotel Rio Malecon,8.4,"Downtown Puerto Vallarta, بويرتو فايارتا
– اعرض على الخارطة",يقع فندق ريو ماليكون على بعد 80 متراً فقط من شاطئ بلايا دي لوس مويرتوس في بويرتو فالارتا. ويقدم مسبحاً صغيراً في الهواء الطلق وغرفاً مكيفة مع تلفزيون الكابل وخدمة الواي فاي المجانية وحمام خاص.
Sleep Inn Tuxtla,8.0,"توكستلا غوتيريز
– اعرض على الخارطة",يقع Sleep Inn Tuxtla في Tuxtla Gutiérrez على بعد 13 كم من Sumidero Canyon، ويحتوي على عدد من وسائل الراحة، بما في ذلك مركز للياقة البدنية وصالة مشتركة وخدمة الواي فاي المجانية.
Hotel Villas Punta Blanca,6.8,"زيهواتانيجو
– اعرض على الخارطة",يقع Hotel Villas Punta Blanca على شاطئ البحر في زيهواتانيجو ويضم منطقة شاطئ خاص ويوفر خدمة الواي فاي المجانية. يضم هذا الفندق ذو الـ 5 نجوم مسبحًا في الهواء الطلق.
Emporio Mazatlan,7.6,"Zona Dorada, مازاتلان
– اعرض على الخارطة",يقع هذا الفندق على شاطئ البحرعلى بعد مسافة قصيرة من وسط المدينة التاريخي في مازاتلان والمطار الدولي، ويوفر لضيوفه أماكن إقامة استثنائية في بيئة استوائية جميلة.
"AC Hotel by Marriott Guadalajara Mexico, A Lifestyle Hotel",8.6,"Zapopan, غواذالاخارا
– اعرض على الخارطة","Featuring free WiFi throughout the property, AC Hotel by Marriott Guadalajara, Mexico, A Marriott Lifestyle Hotel offer accommodation in Guadalajara´s financial district."
Aldea Thai by Oceanfront,8.3,"Centro, بلايا ديل كارمن
– اعرض على الخارطة","Aldea Thai is a luxury Condo Hotel that offers accommodation in Playa del Carmen, a block away from 5th Avenue and only 70 metres from Kool Beachclub, Mamitas Beach and La Coralina."
Depa El Don Juan,9.6,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يوفر Depa El Don Juan إطلالات على المدينة ومرافق للشواء، ويتميز بمكان إقامة في موقع جيد في بلايا ديل كارمن، على بعد مسافة قصيرة من محطة حافلات ADO الدولية. وتتوفر خدمة الواي فاي المجانية.
Extended Suites Cancun Cumbres,8.3,"وسط مدينة كانكون, كانكون
– اعرض على الخارطة",يوفر Extended Suites Cancun Cumbres مكان إقامة في كانكون، تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات فضائية وحمام خاص. ويوفر الفندق مركزاً للياقة البدنية ومكتب استقبال يعمل على مدار 24 ساعة.
Hacienda Santa Rosa a Luxury Collection Hotel,9.1,"Santa Rosa
– اعرض على الخارطة",يقع هذا المنزل الريفي Mexican Hacienda Santa Rosa a Luxury Collection Hotel على بعد 10 كم من Maxcanú ويوفر غرف تحيط بها غابة استوائية مليئة بالحياة البرية.
El Alamo Bed and Breakfast,9.2,"فالي دي جوادالوبي
– اعرض على الخارطة",يوفر El Alamo Bed and Breakfast مكان إقامة يقع في Valle de Guadalupe على بعد 4.4 كم من مصنع Adobe Guadalupe للنبيذ وعلى بعد 6 كم من El Cielo Winery. وتتوفر خدمة الواي فاي المجانية.
Opal Suites Hotel by Homing Bird,9.1,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع Opal Suites by Homing Bird في بلايا ديل كارمن ويضم مسبح في الهواء الطلق ومركز للياقة البدنية. تشمل نقاط الجذب الشهيرة القريبة محطة حافلات ADO الدولية ومحطة Playa del Carmen البحرية.
جراند حياة بلايا ديل كارمن ريزورت,9.0,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع جراند حياة بلايا ديل كارمن ريزورت في شاطئ ماميتا، ويوفر 3 مسابح خارجية أمام المحيط ومركز عافية وسبا مع الفن المعماري المذهل المماثل لمدينة سينوتي، ويتميز أسلوب التصميم باحتوائه على عناصر وأعمال...
Select Inn Quinta Playa del Carmen,7.5,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يتمتع Select Inn Quinta Playa del Carmen بموقع ملائم في قلب بلايا ديل كارمن على بعد 2 كم من محطة ADO الدولية للحافلات.
Casa Velero,8.2,"بويرتو موريلوس
– اعرض على الخارطة",يقع Casa Velero في بويرتو موريلوس، ويوفر مكان إقامة مع خدمة الواي فاي المجانية، وتحتوي جميع الوحدات على تكييف وتلفزيون بشاشة مسطحة. كما تضم بعض الوحدات مطبخ مجهز بفرن وميكروويف. وتضم الشقة تراسًا.
Xcacel Dreams,9.6,"Chemuyil
– اعرض على الخارطة",يقع Xcacel Dreams في Chemuyil ويوفر خدمة الواي فاي المجانية، ويقع الفندق على بعد 5 كم من Xel Ha، ويوفر منطقة شاطئ خاص ومسبح في الهواء الطلق. ويمكن للضيوف تناول مشروب في البار.
NH Collection Mexico City Reforma,8.3,"خواريز, مدينة ميكسيكو
– اعرض على الخارطة",يحتوي NH Mexico City Reforma على مسبح في الهواء الطلق ومطعم وغرف مكيفة ومجهزة بتلفزيون مع قنوات فضائية. ويقع في وسط حي زونا روزا الشهير ويتميز بمسرح خاص به في الموقع.
Ramada by Wyndham Mexico City Reforma,8.1,"Tabacalera, مدينة ميكسيكو
– اعرض على الخارطة",يتميز Ramada Reforma بموقعه المركزي على بعد خطوات قليلة فقط من Paseo de la Reforma ونصب الثورة التذكاري والذي يعتبر أحد أبرز التصاميم المعمارية التي تمثل المنطقة الاتحادية.
Hotel Maya Turquesa,7.5,"Centro, بلايا ديل كارمن
– اعرض على الخارطة",يقع فندق Maya Turquesa على بعد خطوات من Fifth Avenue الشهيرة في وسط بلايا ديل كارمن وعلى بعد 150 متر من شواطئ البحر الكاريبي الرائع. يقدم وجبة إفطار كونتيننتال وخدمة الواي فاي مجانية في جميع أنحائه.
Ibis Hermosillo,8.3,"هيرموسيلو
– اعرض على الخارطة",يوفر Ibis Hermosillo خدمة الواي فاي المجانية ومواقف مجانية للسيارات وبار اللوبي مع خدمة الوجبات الخفيفة على مدار 24 ساعة.
Alaya Tulum by Ahau Collection,9.1,"Zona Hotelera, تولوم
– اعرض على الخارطة",يقع Alaya bTulum by Ahau على جانب الشاطئ في تولوم، ويضم مطعمًا في الموقع. يضم مكان الإقامة تراسًا خاصًا لممارسة اليوغا ومنطقة شاطئ خاصة مُزودة بأسرّة استلقاء للتشمس ليستخدمها الضيوف.
Las Palomas Luxury,9.1,"بورتو بيناسكو
– اعرض على الخارطة",يقع Las Palomas Luxury في بويرتو بيناسو في منطقة سونورا، ويضم تراسًا ويوفر إطلالات على البحر. كما يوفر بيت العطلات هذا خدمة الواي فاي المجانية.
Mision Jalpan,8.5,"جالبان
– اعرض على الخارطة",يتميز إقليم سييرا غوردا بالمواقع الأثرية وفخامة مباني الإرساليات الباروكية، والغابات والأنهار والجداول والمنحدرات والهاويات والطقس اللطيف. ويقع فندق Mision Jalpan وسط هذا المكان الرائع.
Portea Hotel,7.8,"بلايا ديل كارمن
– اعرض على الخارطة",يقع Portea Hotel في بلايا ديل كارمن على بعد 3.4 كم من محطة حافلات ADO الدولية وعلى بعد 5 دقائق سيرا على الأقدام من الشاطئ ويوفر مسبح في الهواء الطلق وتراس.
St. Isidro Corporate Housing,8.9,"Lomas de Chapultepec, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا المجمع السكني العصري على بعد 3 كم من متنزه Chapultepec في مكسيكو سيتي، ويقدّم خدمة واي فاي ومرآباً مغطى للسيارات مجاناً.
Casa Antonieta,9.8,"Oaxaca Historic Centre, مدينة أواكساكا
– اعرض على الخارطة",يقع Casa Antonieta في مدينة أواكساكا على بعد أقل من 1 كم من وسط مدينة أواكساكا دي خواريز وعلى بعد 9 كم من مونتي البان.
حياة زيلارا كانكون - الشامل كليًا - للبالغين فقط,9.0,"منطقة الفنادق, كانكون
– اعرض على الخارطة",يقدم هذا المنتجع والسبا الشامل كليًا والمخصص للبالغين فقط إطلالات خلابة على البحر الكاريبي، ويتميز بالأنشطة والترفيه اللامتناهي، مثل المسابح الخارجية ومركز للياقة البدنية ومنطقة شاطئية خاصة وأماكن...
The Strabon Tulum,8.6,"La Veleta, تولوم
– اعرض على الخارطة",يقع The Strabon Tulum في تولوم على بعد 6 كم من موقع تولوم الأثري ويوفر مكان إقامة مع حديقة.
Holiday Inn Express Hotel & Suites Mexico City at the WTC,8.4,"نابولس, مدينة ميكسيكو
– اعرض على الخارطة",يقع هذا الفندق العصري في مركز التجارة العالمي مجمع مكسيكو سيتي يضم جيم وغرف أنيقة مع خدمة الواي فاي المجانية وتلفزيون بشاشة مسطحة مع قنوات الكابل. ويمكن للضيوف الاستمتاع ببوفيه إفطار يوميًا.
Posada del Molino,8.2,"تودوس سانتوس
– اعرض على الخارطة",يوفر Posada del Molino مسبح في الهواء الطلق ومطعما ويقع في تودوس سانتوس. يوفر خدمة الواي فاي المجانية وحدائق إستوائية جميلة مع مطحنة قصب سكر قديمة.
ChiChis and Charlies Beachfront Hotel,7.0,"إيسلا موخيريس
– اعرض على الخارطة",يقع Chichi's Charlies على شاطئ بلايا نورتي في جزيرة موخيريس، وهو مكان إقامة على شاطئ البحر مع بار نادي الشاطئ ومطعم.
Itaka Glamping and Condo - Hotel,8.2,"بلايا ديل كارمن
– اعرض على الخارطة",وتعتبر Glamping حيث تلتقي الطبيعة مع وسائل الراحة الحديثة. إنها طريقة لتجربة التجارب غير المحدودة والفريدة من العالم، دون الحاجة إلى وسائل الراحة.
Altué Apart Hotel,8.3,"Playacar Zona Hotelera, بلايا ديل كارمن
– اعرض على الخارطة",يقع هذا المنتجع الشامل كلياً المواجه للشاطئ على بعد مسافة قصيرة فقط من بلايا ديل كارمن ويوفر أماكن إقامة استثنائية وأماكن لتناول الطعام وبرامج ليلية يومياً بالإضافة إلى أنشطة لجميع أفراد العائلة.
Hotel CH,8.9,"Guadalupe
– اعرض على الخارطة",يقع Hotel CH في غوادالوبي ويضم حديقة وتراس وصالة مشتركة. تحتوي جميع الغرف على تلفزيون بشاشة مسطحة مع قنوات الكابل وحمام خاص.
Casa Kopal,7.7,"Tulum City Centre, تولوم
– اعرض على الخارطة","Set in Tulum, Casa Kopal offers 5-star accommodation with a terrace and a bar. The property is located 3.5 km from Tulum Archeological Site and less than 1 km from Tulum Bus station."
