name,location,rating,description
Central Boutique Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يتمتع Central Boutique Hotel بموقع مركزي في مدينة القدس، على بُعد 1.2 كم من قلب المدينة التاريخي. ويقدم غرفًا مُزينة بشكل أنيق ومُزودة بتكييف وخدمة الواي فاي المجانية.
Charming Apartment Centrally Located In Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع Charming Apartment بموقع مركزي في القدس غرب القدس على بعد 6 كم من نموذج مدينة القدس وعلى بعد 7 كم من كنيسة جميع الأمم، ويمكن للضيوف استخدام خدمة الواي فاي المجانية.
Arnona homeshare - steps from Tayelet Promenade,"القدس
– اعرض على الخارطة",رائع,يقع Arnona homeshare - steps from Tayelet Promenade في القدس على بعد 5 كم من الحائط الغربي وعلى بعد 6 كم من كنيسة جميع الأمم وعلى بعد 6 كم من حديقة الجثمانية.
David's Village,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع David's Village في القدس الغربية القدس على بعد 2.3 كم من الحائط الغربي و2.6 كم من كنيسة جميع الأمم. يقع مكان الإقامة هذا على بعد 2.6 كم من حديقة الجثمانية.
Beautiful 3 Bedroom Garden Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",,توفر Beautiful 3 Bedroom Garden Apartment مكان إقامة في القدس على بعد 3.4 كم من الحائط الغربي وعلى بعد 5 كم من كنيسة كل الأمم، تقع هذه الشقة على بعد 5 كم من حديقة الجثمانية.
BDY Nachlaot Apartments 3,"القدس الغربية, القدس
– اعرض على الخارطة",ممتاز,يقع BDY Nachlaot Apartments 3 في القدس على بعد 3.5 كم من كنيسة جميع الأمم و3.6 كم من حديقة الجثمانية، ويوفر مكان إقامة مع خدمة الواي فاي المجانية.
The Pinke House,"القدس الغربية, القدس
– اعرض على الخارطة",رائع,يقع The Pinke House على بعد 4 كم من الحائط الغربي في القدس، ويوفر أماكن إقامة مع مطبخ. وتتوفر خدمة الواي فاي المجانية.
Sweethome26 - 97 YAFO Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يقع Sweethome26 - 97 YAFO Jerusalem في حي وسط مدينة القدس، على بعد 3.3 كم من كنيسة جميع الأمم وعلى بعد 3.3 كم من حديقة الجثمانية.
Sweet Inn Apartment - King David Villa,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,تقع Sweet Inn Apartment - King David Villa في القدس في منطقة القدس، وتحتوي على شرفة ومطبخ مجهز بفرن وثلاجة وحمام. وتتوفر خدمة الواي فاي المجانية في جميع الأنحاء.
RENTAL ISRAEL-Harav Kook Penthouse,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Rental ISRAEL-Harav Kook Penthouse في وسط مدينة القدس، على بعد 2.5 كم من كنيسة جميع الأمم وعلى بعد 2.6 كم من حديقة الجثمانية، ويوفر خدمة الواي فاي المجانية.
Amazing apartement in the heart of Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع Amazing apartement in the heart of Jerusalem في القدس على بعد 3.8 كم من نموذج مدينة القدس وعلى بعد 7 كم من الحائط الغربي وعلى بعد 9 كم من كنيسة جميع الأمم، يمكن للضيوف المقيمين في هذه الشقة الوصول...
فندق ألون,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,يقع فندق Alon مباشرة بجوار مول Ben Yehuda Pedestrian وسط مدينة القدس تمامًا، ويبعُد 200 متر فقط عن أقرب محطات للحافلات والترام، ويحتوي على استوديوهات مكيفة مع خدمة الواي فاي المجانية وتلفزيونات بشاشات...
Beautiful & quiet garden apartment,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,تقع Beautiful & quiet garden apartment في القدس، على بعد 3.1 كم من الحائط الغربي وعلى بعد 3.4 كم من كنيسة جميع الأمم، وتوفر أماكن إقامة مكيفة مع فناء وخدمة الواي فاي المجانية.
Neviim Court 36,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Neviim Court 36 في القدس على بعد 2.4 كم من كنيسة جميع الأمم و2.5 كم من حديقة الجثمانية، ويوفر مكان إقامة مع خدمة الواي فاي المجانية. تقع قبة الصخرة على بعد 2.5 كم من الشقة.
Sweet Inn -Ben Yehuda,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يقع Sweet Inn -Ben Yehuda على بعد 2.8 كم من الحائط الغربي وعلى بعد 3 كم من كنيسة جميع الأمم في وسط مدينة القدس، ويوفر مكان إقامة مع خدمة الواي فاي المجانية ومنطقة جلوس.
Cozy Garden,"القدس
– اعرض على الخارطة",جيد جداً,يقع Cozy Garden على بعد 3.3 كم من الحائط الغربي ويوفر مكان إقامة وخدمة الواي فاي مجاناً في القدس، تحتوي جميع الوحدات على حمام مشترك وتكييف وتلفزيون بشاشة مسطحة وغسالة صحون.
فندق ريفولي جاروزاليم,"القدس الشرقية, القدس
– اعرض على الخارطة",جيد,يقع Rivoli Hotel Jerusalem في شارع صلاح الدين الشهير على بعد 5 دقائق سيراً على الأقدام من باب العمود في مدينة القدس القديمة. وتتوفر خدمة الواي فاي مجانًا.
Apartment In Dustai Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,تقع شقة In Dustai Jerusalem في القدس، وتبعُد 5 كم عن الحائط الغربي، وتوفر مكان إقامة مع تكييف، ويوفر مكان الإقامة خدمة الواي فاي المجانية.
Prestige on Hanevim,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يقع Prestige on Hanevim في القدس، ويوفر مكان إقامة على بعد 2.5 كم من كنيسة جميع الأمم و2.6 كم من حديقة الجثمانية. وتتوفر خدمة الواي فاي المجانية. تحتوي كل وحدة على غرف مكيفة ومطبخ مع فرن وغلاية.
"Luxury Apartment Located In City Center,Jerusalem!","القدس الغربية, القدس
– اعرض على الخارطة",,"يقع Luxury Apartment in City Center, Jerusalem! يقع في القدس على بعد 2.6 كم من كنيسة جميع الأمم وعلى بعد 2.6 كم من حديقة الجثمانية، تتوفر خدمة الواي فاي المجانية في هذه الشقة، وتقع على بعد 2.7 كم من..."
My Jerusalem Penthouse,"القدس الغربية, القدس
– اعرض على الخارطة",رائع,يقع My Jerusalem Penthouse في وسط مدينة القدس القدس، ويوفر أماكن إقامة مع تلفزيون بشاشة مسطحة. وتتوفر خدمة الواي فاي المجانية.
Malka hostel,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,يقع بيت شباب Malka في القدس على بعد 2.3 كم من كنيسة جميع الأمم ويضم حديقة وتراس. يقع مكان الإقامة على بعد 2.4 كم من حديقة الجثمانية وعلى بعد 2.4 كم من قبة الصخرة ويوفر صالة مشتركة وبار.
Rehavia Park View Apartment,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع شقة Rehavia Park View في القدس، وتبعُد 4 كم عن الحائط الغربي، وتبعُد 4 كم عن نموذج مدينة القدس، وتوفر مكان إقامة مكيف مع شرفة وخدمة الواي فاي المجانية، تقع كنيسة جميع الأمم على بعد 4.3 كم من مكان...
my heart is in Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع my heart في القدس على بعد 3.4 كم من الحائط الغربي و4.2 كم من كنيسة جميع الأمم في القدس، ويوفر مكان إقامة مُزود بمطبخ. يقع مكان الإقامة على بعد 4.3 كم من حديقة الجثمانية.
Ziv Apartments - Mevo Harkavi 6,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع Ziv Apartments - Mevo Harkavi 6 في القدس على بعد 3.5 كم من الحائط الغربي وعلى بعد 4 كم من كنيسة جميع الأمم وتوفر حديقة وتكييف الهواء، يمكن للضيوف المقيمين في هذه الشقة استخدام خدمة الواي فاي...
Peaceful- Windows of Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",ممتاز,يقع Peaceful ! على بعد 2 كم من قبة الصخرة والجول الغربي. توفر ''Windows of Jerusalem' مكان إقامة في القدس. تقع الشقة المكيفة على بعد 5 دقائق سيرا على الأقدام من سوق Mahane Yehuda.
فندق ماونت أوف أوليفز,"القدس الشرقية, القدس
– اعرض على الخارطة",نقاط التعليقات,يقع الفندق فندق لذوي الميزانية المحدودة والدار من عائلة على جبل الزيتون في القدس ويطل على المدينة القديمة وهو محاط بالمعالم المقدسة المشار إليها في الكتاب المقدس.
1 or 2 rooms with breakfast and parking,"القدس الغربية, القدس
– اعرض على الخارطة",ممتاز,تقع غرفة أو غرفتين مع وجبة الإفطار ومواقف السيارات في القدس. يمكن للضيوف في المبيت والإفطار الاستمتاع بوجبة إفطار كونتيننتال. يمكن للضيوف الاسترخاء في الحديقة في مكان الإقامة.
Charming authentic stone built home in Nachlaot,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع المنزل الساحر الساحر المبني بالحجارة في Nachlaot في منطقة وسط مدينة القدس على بعد 3.6 كم من الحائط الغربي، يقع مكان الإقامة على بعد 3.7 كم من كنيسة جميع الأمم وعلى بعد 3.8 كم من حديقة الجثمانية.
فندق Addar,"القدس الشرقية, القدس
– اعرض على الخارطة",نقاط التعليقات,تم تجديد فندق Addar في يونيو 2013، وهو يتمتع بموقع ممتاز في منتصف الطريق بين مركز المدينة الحديث والمدينة القديمة في القدس.
"Spacious & Luxurious in Katamon, Jerusalem","القدس الغربية, القدس
– اعرض على الخارطة",,"يقع Spacious & Luxurious in Katamon, Jerusalem على بعد 2 كم من نموذج مدينة القدس وعلى بعد 3.1 كم من الحائط الغربي وعلى بعد 3.3 كم من قبة الصخرة ويوفر مكان إقامة يقع في القدس، ويمكن للضيوف الاستمتاع..."
Lago Suites Hotel,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,يقع فندق Lago Suites في موقع جذاب في حي القدس الغربي، على بُعد 5 كم من الحائط الغربي، وعلى بُعد 6 كم من نموذج مدينة القدس، وعلى بُعد 7 كم من كنيسة جميع الأمم.
3BR King David Residences 304,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع سكن 3BR King David 304 في القدس، ويوفر مكان إقامة مع مسبح خاص وخدمة الواي فاي المجانية وموقف سيارات خاص، يقع مكان الإقامة على بعد 2.1 كم من الحائط الغربي.
Deluxe 3 bedrooms flat in residential area,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع شقة ديلوكس من 3 غرف نوم في منطقة سكنية في القدس، على بعد 5 كم من نموذج مدينة القدس المقدسة وعلى بعد 8 كم من الحائط الغربي، وتوفر مكان إقامة مع خدمة الواي فاي المجانية.
Ziv Apartments - Yaavets 7 - II,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,تقع Ziv Apartments - Yaavets 7 - II في وسط مدينة القدس، على بعد 2.7 كم من الحائط الغربي وعلى بعد 3 كم من كنيسة جميع الأمم، وتوفر خدمة الواي فاي المجانية وتراس وتكييف الهواء.
Sweet ‘En Kerem View,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يوفر Sweetnkarem view in ‘En Kerem إطلالات على الجبل، ويوفر أماكن إقامة وخدمات المساج وحديقة. ويتميز مكان الإقامة بحوض سبا وساونا، تحتوي الوحدات في الفيلا على مطبخ مجهز بالكامل مع فرن وغلاية وثلاجة.
Sweet Inn - Yehoash Street,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يقع Sweet Inn - Yehoash Street في القدس على بعد 4.1 كم من الحائط الغربي، ويوفر مكان إقامة مع خدمة الواي فاي المجانية. يقع مكان الإقامة على بعد 6 كم من كنيسة جميع الأمم.
Old City Apratment,"البلدة القديمة, القدس
– اعرض على الخارطة",,يقع Old City Apratment في القدس على بعد 100 م من الحائط الغربي، ويوفر مكان إقامة مع تكييف. يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ مجهز بالكامل.
Western Wall Luxury House - Avraham,"البلدة القديمة, القدس
– اعرض على الخارطة",,يقع Western Wall Luxury House - Avraham في القدس، ويوفر مكان إقامة مع خدمة الواي فاي المجانية ومنطقة جلوس وتلفزيون بشاشة مسطحة.
فندق ليغاسي,"القدس الشرقية, القدس
– اعرض على الخارطة",جيد جداً,يقع فندق Legacy في القدس على بعد 5 دقائق سيراً على الأقدام من المدينة القديمة. وكان في الأصل جمعية الشبان المسيحية، ويوفر الآن غرفًا عصرية ومركزًا صحيًا مجانيًا.
Homey 3 BDR Near Transportation,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Homey 3 BDR Near Transportation في القدس، ويوفر مكان إقامة مكيف مع شرفة وخدمة الواي فاي المجانية، يقع الحائط الغربي على بعد 6 كم من الشقة.
"Amzing aprtement in Jaffa street , best location","القدس الغربية, القدس
– اعرض على الخارطة",ممتاز,يقع Amzing apfortment في شارع يافا، وهو أفضل موقع في القدس. يقع نموذج مدينة القدس على بعد 5 كم من الشقة، ويتم توفير خدمة الواي فاي المجانية.
40 Agripas Street,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع 40 Agripas Street في وسط مدينة القدس على بعد 3.2 كم من كنيسة جميع الأمم و3.3 كم من حديقة الجثمانية. كما توفر هذه الشقة خدمة الواي فاي المجانية.
Mike's House,"القدس الغربية, القدس
– اعرض على الخارطة",رائع,يوفر Mike's House خدمة الواي فاي المجانية وحديقة، ويضم مكان إقامة في القدس، على بعد 5 كم من الحائط الغربي، يقع مكان الإقامة على بعد 6 كم من نموذج مدينة القدس وعلى بعد 6 كم من كنيسة جميع الأمم.
"Authentic Apartments With Free Parking, Minutes from Old City","القدس الغربية, القدس
– اعرض على الخارطة",ممتاز,"يقع Authentic Apartments With Free Parking, Minutes from Old City على بعد 1.9 كم من كنيسة جميع الأمم، ويوفر حديقة ومكان إقامة مُزود بمطبخ في القدس."
ليوناردو بوتيك جيروساليم,"القدس الغربية, القدس
– اعرض على الخارطة",رائع,يقع فندق ليوناردو القدس البوتيكي في مدينة القدس، وعلى بعد 2 كم من قبة الصخرة. ويمكن للضيوف الاستمتاع ببار ومطعم في الموقع.
German Colony Garden,"القدس الغربية, القدس
– اعرض على الخارطة",نقاط التعليقات,توفر German Colony Garden شقة أنيقة في القدس، على بعد 2.2 كم من نموذج مدينة القدس. يوفر مكان الإقامة خدمة الواي فاي المجانية وحديقة واسعة ومواقف مجانية للسيارات.
Holiday Garden Apartment,"القدس
– اعرض على الخارطة",,تقع Holiday Garden Apartment في القدس، وتضم حديقة. يقع مكان الإقامة على بعد 5 كم من الحائط الغربي ويوفر خدمة الواي فاي المجانية. تتكون الشقة المكيفة من 3 غرف نوم منفصلة وحمام واحد وغرفة معيشة.
Brand new apt / center of city,"القدس الغربية, القدس
– اعرض على الخارطة",استثنائي,يعتبر Brand new apt / center of city مكان إقامة مع صالة مشتركة تقع في القدس وعلى بعد 1.6 كم من مول ماميلا المفتوح وعلى بعد 1.9 كم من كنيسة القيامة.
Maale adumim Harches,"القدس
– اعرض على الخارطة",,توفر Maale adumim Harches مكان إقامة في القدس على بعد 8 كم من كنيسة جميع الأمم وعلى بعد 9 كم من حديقة الجثمانية، تقع قبة الصخرة على بعد 9 كم من الشقة. يقع الحائط الغربي على بعد 10 كم من الشقة.
beit lehem road,"القدس الغربية, القدس
– اعرض على الخارطة",,يوفر Beit lehem road مكان إقامة في القدس على بعد 4.1 كم من الحائط الغربي وعلى بعد 6 كم من كنيسة جميع الأمم، يمكن للضيوف المقيمين في هذه الشقة الوصول إلى شرفة.
Mamila Palace - Luxury in JLM Center,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Mamila Palace - Luxury in JLM Center في حي القدس الغربي في القدس على بعد 2.5 كم من الحائط الغربي.
Charming 2BD with Quiet Sunny Terrace,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Charming 2BD with Quiet Sunny Terrace في القدس، ويضم أماكن إقامة مكيفة مع فناء وخدمة الواي فاي المجانية. يقع مكان الإقامة على بعد 5 كم من نموذج مدينة القدس.
Baka Bauhaus Studio,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يوفر Baka Bauhaus Studio مكان إقامة في القدس على بعد 3.7 كم من الحائط الغربي وعلى بعد 5 كم من كنيسة كل الأمم، وتتوفر خدمة الواي فاي المجانية.
Apartment on Jaffa street close to Mahane Yehuda market . Best location,"القدس الغربية, القدس
– اعرض على الخارطة",رائع,تقع Apartment on Jaffa street بالقرب من سوق محانيه يهودا في القدس على بعد 3.8 كم فقط من كنيسة جميع الأمم. يوفر Best location مكان إقامة مع خدمة الواي فاي المجانية.
Sweet Inn -Bartenura,"القدس الغربية, القدس
– اعرض على الخارطة",استثنائي,يقع Sweet Inn -Bartenura في حي القدس الغربي في القدس على بعد 3.1 كم فقط من الحائط الغربي، ويوفر تكييف وخدمة الواي فاي المجانية. يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ مجهز بالكامل.
RS Apartments,"القدس الغربية, القدس
– اعرض على الخارطة",ممتاز,تقع RS Apartments على بعد 3.1 كم من الحائط الغربي وتوفر تراس وتتميز بمكان إقامة في القدس، وتتوفر خدمة الواي فاي المجانية.
Bezalel stay,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,يقع Bezalel stay في القدس مع Mamilla Open Mall القريب، ويوفر مكان إقامة مع خدمة الواي فاي المجانية. تحتوي جميع الوحدات على مطبخ مجهز بالكامل، مما يسمح للضيوف بإعداد وجبات الطعام الخاصة بهم.
Garden house on Baq'a,"القدس الغربية, القدس
– اعرض على الخارطة",رائع,يقع Garden house on Baq'a في القدس على بعد 3.5 كم من الحائط الغربي ويوفر مكان إقامة مع خدمة الواي فاي المجانية. ويتوفر للضيوف تراس خاص. تحتوي هذه الشقة على غرفة معيشة ومطبخ مجهز بالكامل مع فرن.
Authentic Jerusalem Old City Apartment - Stayfirstclass,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع شقة أصيلة القدس أولد سيتي - ستايفرست كلكلاس في حي القدس الغربي على بعد 4 كم من كنيسة جميع الأمم وعلى بعد 4 كم من حديقة الجثمانية. يوفر مكان الإقامة هذا إمكانية الوصول إلى شرفة.
سيتي سنتر القدس,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يقع City Center Jerusalem في قلب مدينة القدس، على بُعد 20 مترًا من شارع Ben Yehuda، ويوفر أماكن إقامة مكيفة مع مطبخ صغير، وتقع المدينة القديمة على بُعد 15 دقيقة سيرًا على الأقدام.
JERUSALEM BEAUTY,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع JERUSALEM BEAUTY في القدس على بعد 3.5 كم من الحائط الغربي، ويوفر أماكن إقامة مكيفة مع شرفة وخدمة الواي فاي المجانية. يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ مجهز بالكامل.
Villa Brown Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,تقع فيلا براون جورسيليم في قلب القدس، على بعد 10 دقائق سيراً على الأقدام من أسوار المدينة القديمة، وتوفر غرفاً مزودة بخدمة الواي فاي المجانية، كما يقع الفندق في فيلا مجددة تعود إلى القرن الـ19، ويجمع...
Neviim Court 80,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Neviim Court 80 على بعد حوالي 2.5 كم من كنيسة كل الأمم، ويوفر إطلالات على المدينة ومكان إقامة مُزود بتراس وماكينة صنع القهوة. يقع مكان الإقامة المكيف على بعد 2.6 كم من حديقة الجثمانية.
HI Rabin - Jerusalem Hostel,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,هذا بيت الشباب العصري هذا على بعد 10 دقائق سيرًا على الأقدام من متحف إسرائيل في وسط القدس، ويضم غرفا وصالات نوم مشتركة مكيفة ومزودة بخدمة الواي فاي المجانية. وتبعد مسافة 500 متر عن الحدائق النباتية.
Casa Rioja Villa,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع Casa Rioja Villa في القدس على بعد 3.1 كم من الحائط الغربي وتوفر مكان إقامة مع مرافق الشواء وخدمة الواي فاي المجانية. توفر هذه الفيلا حديقة بالإضافة إلى تراس.
Apartment Jerusalem Central - Stayfirstclass,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,توفر Apartment Jerusalem Central مكان إقامة في القدس على بعد 2 كم من الحائط الغربي. يحتوي المطبخ على فرن وميكروويف ويتوفر حمام خاص.
Boutique Apt in Rehavia,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع Boutique Apt in Rehavia في القدس على بعد 3.3 كم من الحائط الغربي وعلى بعد 3.6 كم من كنيسة جميع الأمم، وتوفر خدمة الواي فاي المجانية وتكييف الهواء، يمكن للضيوف المقيمين في هذه الشقة الوصول إلى مطبخ...
Charming Attic 2 BD with terrace- Rehavia,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Charming Attic 2 BD with terrace على بعد 3.6 كم من الحائط الغربي وعلى بعد 3.9 كم من كنيسة جميع الأمم. يوفر Rehavia مكان إقامة في القدس، يقع مكان الإقامة على بعد 4 كم من حديقة الجثمانية.
Cosy 1 Bedroom City Center - Nachlaot,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Cosy 1 Bedroom City Center - Nachlaot في حي وسط مدينة القدس على بعد 3.9 كم من الحائط الغربي. يقع مكان الإقامة على بعد 4.2 كم من كنيسة جميع الأمم وعلى بعد 4.3 كم من حديقة الجثمانية.
LEGATIA in the German Colony,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع LEGATIA في المستعمرة الألمانية على بعد حوالي 3.3 كم من الحائط الغربي و5 كم من كنيسة جميع الأمم في القدس، ويوفر مكان إقامة مُزود بخدمة الواي فاي المجانية ومطبخ.
Cozy Apartment & Courtyard In Nachlaot,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Cozy Apartment & Courtyard In Nachlaot في قلب القدس على بعد 3.2 كم فقط من كنيسة جميع الأمم، ويوفر خدمة الواي فاي المجانية. تضم هذه الشقة حديقة.
Shlomo ben yossef 132 armon anatsiv,"القدس
– اعرض على الخارطة",,توفر Shlomo ben yossef 132 armon anatsiv مكان إقامة في القدس على بعد 7 كم من الحائط الغربي وعلى بعد 8 كم من كنيسة كل الأمم، يقع مكان الإقامة على بعد 8 كم من حديقة الجثمانية وعلى بعد 8 كم من قبة...
Mahane Yehuda. Hidden Jerusalem. Expert host.,"القدس الغربية, القدس
– اعرض على الخارطة",,Mahane Yehuda. Hidden Jerusalem. ضيف خبير. يقع في حي القدس الغربي في القدس على بعد 3.1 كم من كنيسة جميع الأمم و3.1 كم من حديقة الجثمانية. يقع مكان الإقامة على بعد 3.2 كم من قبة الصخرة.
Jerusalemic Stone - Mahane YehudA Market,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Jerusalemic Stone - Mahane Yehuda Market في القدس، على بعد 6 كم من كنيسة جميع الأمم، ويوفر أماكن إقامة مع تكييف. يقع مكان الإقامة على بعد 6 كم من حديقة الجثمانية ويوفر خدمة الواي فاي المجانية.
חלון ירושלים,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,"Set 3.1 km from Church of All Nations, חלון ירושלים is located in Jerusalem City Centre of Jerusalem. This apartment is 3.1 km from Garden of Gethsemane."
The Real Jerusalem,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Real Jerusalem في القدس، ويوفر تراس وأماكن إقامة مع خدمة الواي فاي المجانية ومطبخ. وتتوفر منطقة للجلوس وتناول الطعام في جميع الوحدات.
"Luxury 4 br/3 bath, city center","القدس الغربية, القدس
– اعرض على الخارطة",,"يقع Luxury 4 br/3 bath, city center في القدس على بعد 3.9 كم من كنيسة جميع الأمم و4 كم من حديقة الجثمانية، ويوفر خدمة الواي فاي المجانية."
LUXURIOUS APT IN THE HEART OF JERUSALEM,"القدس الغربية, القدس
– اعرض على الخارطة",,تقع LUXURIOUS APT IN THE HEART OF JERUSALEM على بعد 2.2 كم من كنيسة جميع الأمم وعلى بعد 2.3 كم من حديقة الجثمانية وعلى بعد 2.4 كم من قبة الصخرة وتتميز بمكان إقامة في القدس، تقع هذه الشقة في مبنى يعود...
"Cozy Apartment In Givat Shaul, Jerusalem!","القدس الغربية, القدس
– اعرض على الخارطة",,"يقع Cozy Apartment In Givat Shaul, Jerusalem! في القدس على بعد 6 كم من نموذج مدينة القدس وعلى بعد 7 كم من كنيسة جميع الأمم، تحتوي على تكييف."
A dreamy new apartment on King George Street,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع A dreamy new apartment on King George Street في وسط مدينة القدس على بعد 3.5 كم من كنيسة جميع الأمم. يمكن للضيوف المقيمين في هذه الشقة استخدام خدمة الواي فاي المجانية ومطبخ مجهز بالكامل.
Romantic & Cosy Stone Studio At Jerusalem's Nachlaot,"القدس الغربية, القدس
– اعرض على الخارطة",نقاط التعليقات,يقع Romantic & Cosy Stone Studio At Jerusalem's Nachlaot على بعد 3.5 كم من كنيسة جميع الأمم وعلى بعد 3.6 كم من حديقة الجثمانية في القدس ويوفر مكان إقامة مع مطبخ.
Cosy 2BD – Rehavia (City Center),"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Cosy 2BD في القدس على بعد 3.3 كم من الحائط الغربي وعلى بعد 3.5 كم من كنيسة جميع الأمم وعلى بعد 3.6 كم من حديقة الجثمانية، - يتميز (Rehavia (City Center بأماكن إقامة مع فناء وخدمة الواي فاي...
Sweet Inn - Chic Keren Hayesod,"القدس الغربية, القدس
– اعرض على الخارطة",,يقع Sweet Inn - Chic Keren Hayesod في القدس على بعد 2.9 كم من الحائط الغربي وعلى بعد 3.2 كم من كنيسة جميع الأمم ويتميز بإطلالات على المدينة وخدمة الواي فاي مجاناً، وتحتوي جميع الوحدات على مطبخ مجهز...
Heart of Jerusalem - Magas House,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,يوفر Jerusalem Accommodation Near The Old City - Magas House مكان إقامة بالخدمة الذاتية مع ساحة فناء وحديقة، ويقع في القدس على بعد 1.1 كم من قبة الصخرة. ويتوفر تلفزيون بشاشة مسطحة.
Jerusalem Highest,"القدس الشرقية, القدس
– اعرض على الخارطة",ممتاز,يوفر Jerusalem High مكان إقامة في القدس على بعد 7 كم من كنيسة جميع الأمم، وتتوفر خدمة الواي فاي المجانية. تحتوي هذه الشقة على 3 غرف نوم وغرفة معيشة ومطبخ مجهز بالكامل مع ميكروويف.
فندق هابيرا,"القدس الغربية, القدس
– اعرض على الخارطة",نقاط التعليقات,يقع فندق Habira على بعد خطوات قليلة من وسط ساحة Zion، وهو جزء من منطقة للمشاة فقط حيث توجد مقاهي ومطاعم، ويوفر غرف مكيفة الهواء مع شرفة تطل على المدينة. تتوفر خدمة الواي فاي المجانية في المناطق...
Zalatimo,"القدس الشرقية, القدس
– اعرض على الخارطة",ممتاز,يقع Zalatimo في حي القدس الشرقي في القدس على بعد 6 كم فقط من كنيسة جميع الأمم، ويوفر تكييف وخدمة الواي فاي المجانية. يمكن للضيوف المقيمين في هذه الشقة الوصول إلى شرفة.
Tur Sinai Organic Farm Resort,"القدس الغربية, القدس
– اعرض على الخارطة",جيد,يقع منتجع Tur Sinai الهادئ وسط بساتين عضوية، على المشارف الشمالية لمدينة القدس. ويُطل على وادي سيدار وجبال ميفاسيريت. وتتميز جميع الغرف المكيفة بمفروشات صديقة للبيئة، وتضم شرفة خاصة.
Holyland Tower,"القدس الغربية, القدس
– اعرض على الخارطة",ممتاز,يقع Holyland Tower على بعد 60 م من نموذج القدس المقدسة في القدس، ويوفر أماكن إقامة مع مطبخ.
BDY Nachlaot Apartments 1,"القدس الغربية, القدس
– اعرض على الخارطة",جيد جداً,يقع BDY Nachlaot Apartments 1 في وسط مدينة القدس على بعد 3.5 كم من كنيسة جميع الأمم و3.6 كم من حديقة الجثمانية، ويوفر تكييف. ويمكن للضيوف الاستمتاع بخدمة الواي فاي المجانية.
#Rechavia Best Place to stay#,"القدس الغربية, القدس
– اعرض على الخارطة",,يوفر #Rechavia Best Place to stay # in Jerusalem مكان إقامة مع خدمة الواي فاي المجانية على بعد 3 كم من الحائط الغربي، يقع مكان الإقامة هذا على بعد 3.2 كم من كنيسة جميع الأمم.
